date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:07	15109/15109	---MCZ	200	added ('OK')	text/html	etag:W/%22d451eae5586661e6c05fc89021d8051d%22	https://rokstar.vercel.app/index.html	D:/portpolio-project/portfolio/rokstar.vercel.app/index-2.html	(from https://rokstar.vercel.app/)
12:42:07	881/881	---M--	200	added ('OK')	image/png	etag:%224051685122f701658cacc89a5501f2f9%22	https://rokstar.vercel.app/assets/img/icon/logo.png	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/icon/logo.png	(from https://rokstar.vercel.app/)
12:42:07	173045/173045	---M--	200	added ('OK')	image/jpeg	etag:%22d9d3242014912a4f9daed4d0025e6c33%22	https://rokstar.vercel.app/assets/img/about/abt-left-thumb.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/about/abt-left-thumb.jpg	(from https://rokstar.vercel.app/)
12:42:08	26958/26958	---M--	200	added ('OK')	image/jpeg	etag:%224e52a5c08bb9033836bd0a35f13cee23%22	https://rokstar.vercel.app/assets/img/portfolio/img1.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img1.jpg	(from https://rokstar.vercel.app/)
12:42:08	53985/53985	---M--	200	added ('OK')	image/jpeg	etag:%22c9a34071c2f6187a69a1d6c366c9132e%22	https://rokstar.vercel.app/assets/img/portfolio/img2.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img2.jpg	(from https://rokstar.vercel.app/)
12:42:08	17161/17161	---M--	200	added ('OK')	image/jpeg	etag:%2267a911fcffb7ddeac60504578df9c819%22	https://rokstar.vercel.app/assets/img/portfolio/img3.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img3.jpg	(from https://rokstar.vercel.app/)
12:42:09	26958/26958	---M--	200	added ('OK')	image/jpeg	etag:%224e52a5c08bb9033836bd0a35f13cee23%22	https://rokstar.vercel.app/assets/img/portfolio/img4.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img4.jpg	(from https://rokstar.vercel.app/)
12:42:09	53985/53985	---M--	200	added ('OK')	image/jpeg	etag:%22c9a34071c2f6187a69a1d6c366c9132e%22	https://rokstar.vercel.app/assets/img/portfolio/img5.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img5.jpg	(from https://rokstar.vercel.app/)
12:42:10	17161/17161	---M--	200	added ('OK')	image/jpeg	etag:%2267a911fcffb7ddeac60504578df9c819%22	https://rokstar.vercel.app/assets/img/portfolio/img6.jpg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/portfolio/img6.jpg	(from https://rokstar.vercel.app/)
12:42:10	1170/1170	---M--	200	added ('OK')	image/png	etag:%22d470c10c25948e65db019941d643d286%22	https://rokstar.vercel.app/assets/img/icon/flogo.png	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/img/icon/flogo.png	(from https://rokstar.vercel.app/)
12:42:11	86595/86595	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b08d944a7d8a6a498f821d0513b763fe%22	https://rokstar.vercel.app/assets/js/vendor/jquery-3.2.0.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/vendor/jquery-3.2.0.min.js	(from https://rokstar.vercel.app/)
12:42:11	48944/48944	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214d449eb8876fa55e1ef3c2cc52b0c17%22	https://rokstar.vercel.app/assets/js/bootstrap.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/bootstrap.min.js	(from https://rokstar.vercel.app/)
12:42:11	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%22abb6ece52a5d3b908359c3dfa21d08a2%22	https://rokstar.vercel.app/assets/js/jquery.slicknav.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/jquery.slicknav.min.js	(from https://rokstar.vercel.app/)
12:42:12	20228/20228	---MCZ	200	added ('OK')	application/javascript	etag:W/%229afcfac6f30d30a7336764a1c0ecc657%22	https://rokstar.vercel.app/assets/js/jquery.magnific-popup.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/jquery.magnific-popup.min.js	(from https://rokstar.vercel.app/)
12:42:12	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a4b132632e8444a9d67a33668e195a5%22	https://rokstar.vercel.app/assets/js/imagesloaded.pkgd.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/imagesloaded.pkgd.min.js	(from https://rokstar.vercel.app/)
12:42:13	34695/34695	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c09fe8844fcbb765121f3805619aadd7%22	https://rokstar.vercel.app/assets/js/isotope.pkgd.min.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/isotope.pkgd.min.js	(from https://rokstar.vercel.app/)
12:42:13	3547/3547	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f0558ac89ecd17dd7a2d3808ce13080e%22	https://rokstar.vercel.app/assets/js/plugins.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/plugins.js	(from https://rokstar.vercel.app/)
12:42:14	10725/10725	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cf66121d2f00cff1a590c1b08856caf2%22	https://rokstar.vercel.app/assets/js/scripts.js	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/js/scripts.js	(from https://rokstar.vercel.app/)
12:42:14	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2225a32416abee198dd821b0b17a198a8f%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.eot?v=4.6.3	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfont5b62.eot	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:15	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2225a32416abee198dd821b0b17a198a8f%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.eot?	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfontd41d.eot	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:15	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%22e6cf7c6ec7c2d6f670ae9d762604cb0b%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfont5b62.woff2	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:16	90412/90412	---M--	200	added ('OK')	font/woff	etag:%22c8ddf1e5e5bf3682bc7bebf30f394148%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.woff?v=4.6.3	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfont5b62.woff	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:16	152796/152796	---MCZ	200	added ('OK')	font/ttf	etag:W/%221dc35d25e61d819a9c357074014867ab%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfont5b62.ttf	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:17	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d7c639084f684d66a1bc66855d193ed8%22	https://rokstar.vercel.app/assets/fonts/fontawesome-webfont.svg?v=4.6.3	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/fontawesome-webfont5b62.svg	(from https://rokstar.vercel.app/assets/css/font-awesome.min.css)
12:42:18	3294/3294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222fd73f9d4924b5935bb6352a60f1b944%22	https://rokstar.vercel.app/assets/fonts/Flaticon.eot	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/Flaticon.eot	(from https://rokstar.vercel.app/assets/css/flaticon.css)
12:42:18	3294/3294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222fd73f9d4924b5935bb6352a60f1b944%22	https://rokstar.vercel.app/assets/fonts/Flaticon.eot?	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/Flaticond41d.eot	(from https://rokstar.vercel.app/assets/css/flaticon.css)
12:42:18	2252/2252	---M--	200	added ('OK')	font/woff	etag:%224ce390b199ec9ac2e4a26df62b05a3a8%22	https://rokstar.vercel.app/assets/fonts/Flaticon.woff	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/Flaticon.woff	(from https://rokstar.vercel.app/assets/css/flaticon.css)
12:42:19	3116/3116	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e23bcc3e16b4dce183649736663aec53%22	https://rokstar.vercel.app/assets/fonts/Flaticon.ttf	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/Flaticon.ttf	(from https://rokstar.vercel.app/assets/css/flaticon.css)
12:42:20	14288/14288	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e337ca891ba7beff7238ec7eea8e09a9%22	https://rokstar.vercel.app/assets/fonts/Flaticon.svg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/fonts/Flaticon.svg	(from https://rokstar.vercel.app/assets/css/flaticon.css)
12:42:20	3718/3718	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Mar%202026%2005:42:21%20GMT	https://rokstar.vercel.app/assets/css/Flaticon.svg	D:/portpolio-project/portfolio/rokstar.vercel.app/assets/css/Flaticon.28.delayed	(from https://rokstar.vercel.app/assets/css/flaticon.css)
